model,timezero,v1_github_timestamp,v2_github_timestamp,v3_github_timestamp,in_zoltar,Unnamed: 0
UCSD_NEU-DeepGLEAM,2021-03-29,03/29/21-15:19:14,,,v1,
UCSD_NEU-DeepGLEAM,2021-04-05,04/05/21-17:32:23,,,v1,
UCSD_NEU-DeepGLEAM,2021-04-05,04/05/21-17:32:23,,,v1,
UCSD_NEU-DeepGLEAM,2021-04-12,04/12/21-17:33:02,,,v1,
UCSD_NEU-DeepGLEAM,2021-04-12,04/12/21-17:33:02,,,v1,
UCSD_NEU-DeepGLEAM,2021-04-19,04/19/21-15:47:05,,,v1,
UCSD_NEU-DeepGLEAM,2021-04-19,04/19/21-15:47:05,,,v1,
UCSD_NEU-DeepGLEAM,2021-04-26,04/26/21-17:20:15,,,v1,
UCSD_NEU-DeepGLEAM,2021-04-26,04/26/21-17:20:15,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-02,05/03/21-17:50:44,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-02,05/03/21-17:50:44,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-10,05/10/21-16:19:16,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-10,05/10/21-16:19:16,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-17,05/17/21-17:37:43,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-17,05/17/21-17:37:43,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-24,05/24/21-18:00:02,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-24,05/24/21-18:00:02,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-31,05/31/21-18:08:24,,,v1,
UCSD_NEU-DeepGLEAM,2021-05-31,05/31/21-18:08:24,,,v1,
UCSD_NEU-DeepGLEAM,2021-06-07,06/07/21-14:57:44,,,v1,
UCSD_NEU-DeepGLEAM,2021-06-07,06/07/21-14:57:44,,,v1,
UCSD_NEU-DeepGLEAM,2021-06-14,06/14/21-13:37:50,,,v1,
UCSD_NEU-DeepGLEAM,2021-06-14,06/14/21-13:37:50,,,v1,
UCSD_NEU-DeepGLEAM,2021-06-21,06/21/21-09:47:54,,,v1,
UCSD_NEU-DeepGLEAM,2021-06-21,06/21/21-09:47:54,,,v1,
UCSD_NEU-DeepGLEAM,2021-06-28,06/28/21-09:34:06,,,v1,
UCSD_NEU-DeepGLEAM,2021-06-28,06/28/21-09:34:06,,,v1,
UChicago-CovidIL,2020-05-05,05/21/20-10:00:41,,,v1,
UChicago-CovidIL,2020-05-05,05/21/20-10:00:41,,,v1,
UChicago-CovidIL,2020-05-11,05/21/20-10:00:41,,,v1,
UChicago-CovidIL,2020-05-11,05/21/20-10:00:41,,,v1,
UChicago-CovidIL,2020-05-18,05/21/20-10:00:41,,,v1,
UChicago-CovidIL,2020-05-18,05/21/20-10:00:41,,,v1,
UChicago-CovidIL_100,2020-05-05,05/07/20-14:01:37,,,v1,
UChicago-CovidIL_100,2020-05-05,05/07/20-14:01:37,,,v1,
UChicago-CovidIL_100,2020-05-11,05/11/20-12:35:42,,,v1,
UChicago-CovidIL_100,2020-05-11,05/11/20-12:35:42,,,v1,
UChicago-CovidIL_100,2020-05-18,05/18/20-13:37:54,,,v1,
UChicago-CovidIL_100,2020-05-18,05/18/20-13:37:54,,,v1,
UChicago-CovidIL_10_+,2020-05-18,07/15/20-16:58:03,,,v1,
UChicago-CovidIL_10_+,2020-05-18,07/15/20-16:58:03,,,v1,
UChicago-CovidIL_30_+,2020-05-18,07/15/20-16:58:03,,,v1,
UChicago-CovidIL_30_+,2020-05-18,07/15/20-16:58:03,,,v1,
UChicago-CovidIL_40,2020-05-05,05/07/20-14:01:37,,,v1,
UChicago-CovidIL_40,2020-05-05,05/07/20-14:01:37,,,v1,
UChicago-CovidIL_40,2020-05-11,05/11/20-12:35:42,,,v1,
UChicago-CovidIL_40,2020-05-11,05/11/20-12:35:42,,,v1,
UChicago-CovidIL_60,2020-05-05,05/07/20-14:01:37,,,v1,
UChicago-CovidIL_60,2020-05-05,05/07/20-14:01:37,,,v1,
UChicago-CovidIL_60,2020-05-11,05/11/20-12:35:42,,,v1,
UChicago-CovidIL_60,2020-05-11,05/11/20-12:35:42,,,v1,
UChicago-CovidIL_80,2020-05-05,05/07/20-14:01:37,,,v1,
UChicago-CovidIL_80,2020-05-05,05/07/20-14:01:37,,,v1,
UChicago-CovidIL_80,2020-05-11,05/11/20-12:35:42,,,v1,
UChicago-CovidIL_80,2020-05-11,05/11/20-12:35:42,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-11-08,11/09/20-14:51:06,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-11-08,11/09/20-14:51:06,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-11-15,11/15/20-20:22:52,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-11-15,11/15/20-20:22:52,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-11-22,11/22/20-21:57:31,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-11-22,11/22/20-21:57:31,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-11-29,11/29/20-19:01:15,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-11-29,11/29/20-19:01:15,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-12-06,12/07/20-01:04:04,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-12-06,12/07/20-01:04:04,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-12-13,12/14/20-13:03:36,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-12-13,12/14/20-13:03:36,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-12-20,12/21/20-12:28:32,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2020-12-20,12/21/20-12:28:32,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-03,01/04/21-11:50:25,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-03,01/04/21-11:50:25,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-10,01/11/21-21:53:46,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-10,01/11/21-21:53:46,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-17,01/18/21-12:25:39,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-17,01/18/21-12:25:39,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-24,01/25/21-18:58:17,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-24,01/25/21-18:58:17,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-31,02/01/21-18:32:10,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-01-31,02/01/21-18:32:10,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-02-07,02/08/21-13:55:39,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-02-07,02/08/21-13:55:39,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-02-21,02/22/21-12:16:45,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-02-21,02/22/21-12:16:45,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-02-28,02/28/21-14:25:42,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-02-28,02/28/21-14:25:42,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-03-07,03/08/21-10:42:05,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-03-07,03/08/21-10:42:05,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-03-14,03/15/21-15:32:06,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-03-14,03/15/21-15:32:06,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-03-21,03/22/21-15:56:41,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-03-21,03/22/21-15:56:41,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-04-04,04/05/21-08:56:10,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-04-04,04/05/21-08:56:10,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-04-18,04/19/21-16:53:38,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-04-18,04/19/21-16:53:38,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-04-25,04/25/21-15:34:42,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-04-25,04/25/21-15:34:42,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-02,05/03/21-00:33:17,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-02,05/03/21-00:33:17,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-09,05/10/21-13:35:22,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-09,05/10/21-13:35:22,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-16,05/17/21-12:52:42,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-16,05/17/21-12:52:42,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-23,06/01/21-07:20:50,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-23,06/01/21-07:20:50,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-30,06/01/21-07:20:50,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-05-30,06/01/21-07:20:50,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-06-06,06/07/21-11:14:29,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-06-06,06/07/21-11:14:29,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-06-20,06/21/21-09:38:13,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-06-20,06/21/21-09:38:13,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-06-27,06/27/21-19:42:44,,,v1,
UChicagoCHATTOPADHYAY-UnIT,2021-06-27,06/27/21-19:42:44,,,v1,
UMass-MechBayes,2020-05-03,05/04/20-22:39:16,,,v1,
UMass-MechBayes,2020-05-03,05/04/20-22:39:16,,,v1,
UMass-MechBayes,2020-05-10,05/11/20-16:44:37,05/11/20-20:48:50,,v1,
UMass-MechBayes,2020-05-10,05/11/20-16:44:37,05/11/20-20:48:50,,v1,
UMass-MechBayes,2020-05-17,05/18/20-17:59:18,,,v1,
UMass-MechBayes,2020-05-17,05/18/20-17:59:18,,,v1,
UMass-MechBayes,2020-05-24,05/25/20-18:45:05,,,v1,
UMass-MechBayes,2020-05-24,05/25/20-18:45:05,,,v1,
UMass-MechBayes,2020-05-31,06/01/20-15:47:56,06/17/20-16:14:26,06/18/20-22:38:23,v1,
UMass-MechBayes,2020-05-31,06/01/20-15:47:56,06/17/20-16:14:26,06/18/20-22:38:23,v1,
UMass-MechBayes,2020-06-07,06/08/20-17:53:40,,,v1,
UMass-MechBayes,2020-06-07,06/08/20-17:53:40,,,v1,
UMass-MechBayes,2020-06-14,06/15/20-15:36:48,,,v1,
UMass-MechBayes,2020-06-14,06/15/20-15:36:48,,,v1,
UMass-MechBayes,2020-06-21,06/22/20-17:28:45,,,v1,
UMass-MechBayes,2020-06-21,06/22/20-17:28:45,,,v1,
UMass-MechBayes,2020-06-28,06/29/20-18:13:47,,,v1,
UMass-MechBayes,2020-06-28,06/29/20-18:13:47,,,v1,
UMass-MechBayes,2020-07-05,07/07/20-08:59:39,07/15/20-11:51:33,,v1,
UMass-MechBayes,2020-07-05,07/07/20-08:59:39,07/15/20-11:51:33,,v1,
UMass-MechBayes,2020-07-12,07/13/20-19:46:47,07/15/20-11:51:33,07/17/20-16:41:11,v1,
UMass-MechBayes,2020-07-12,07/13/20-19:46:47,07/15/20-11:51:33,07/17/20-16:41:11,v1,
UMass-MechBayes,2020-07-19,07/20/20-17:19:20,,,v1,
UMass-MechBayes,2020-07-19,07/20/20-17:19:20,,,v1,
UMass-MechBayes,2020-07-26,07/27/20-18:18:17,,,v1,
UMass-MechBayes,2020-07-26,07/27/20-18:18:17,,,v1,
UMass-MechBayes,2020-08-02,08/03/20-13:22:56,,,v1,
UMass-MechBayes,2020-08-02,08/03/20-13:22:56,,,v1,
UMass-MechBayes,2020-08-09,08/10/20-10:50:55,,,v1,
UMass-MechBayes,2020-08-09,08/10/20-10:50:55,,,v1,
UMass-MechBayes,2020-08-16,08/17/20-13:04:47,,,v1,
UMass-MechBayes,2020-08-16,08/17/20-13:04:47,,,v1,
UMass-MechBayes,2020-08-23,08/24/20-11:24:09,,,v1,
UMass-MechBayes,2020-08-23,08/24/20-11:24:09,,,v1,
UMass-MechBayes,2020-08-30,08/31/20-17:19:06,,,v1,
UMass-MechBayes,2020-08-30,08/31/20-17:19:06,,,v1,
UMass-MechBayes,2020-09-06,09/07/20-16:06:45,,,v1,
UMass-MechBayes,2020-09-06,09/07/20-16:06:45,,,v1,
UMass-MechBayes,2020-09-13,09/14/20-12:24:31,,,v1,
UMass-MechBayes,2020-09-13,09/14/20-12:24:31,,,v1,
UMass-MechBayes,2020-09-20,09/21/20-12:26:26,,,v1,
UMass-MechBayes,2020-09-20,09/21/20-12:26:26,,,v1,
UMass-MechBayes,2020-09-27,09/28/20-17:13:32,,,v1,
UMass-MechBayes,2020-09-27,09/28/20-17:13:32,,,v1,
UMass-MechBayes,2020-10-04,10/06/20-08:03:13,,,v1,
UMass-MechBayes,2020-10-04,10/06/20-08:03:13,,,v1,
UMass-MechBayes,2020-10-11,10/12/20-17:11:17,,,v1,
UMass-MechBayes,2020-10-11,10/12/20-17:11:17,,,v1,
UMass-MechBayes,2020-10-18,10/19/20-12:40:19,,,v1,
UMass-MechBayes,2020-10-18,10/19/20-12:40:19,,,v1,
UMass-MechBayes,2020-10-25,10/26/20-18:31:18,,,v1,
UMass-MechBayes,2020-10-25,10/26/20-18:31:18,,,v1,
UMass-MechBayes,2020-11-01,11/02/20-14:08:11,,,v1,
UMass-MechBayes,2020-11-01,11/02/20-14:08:11,,,v1,
UMass-MechBayes,2020-11-08,11/09/20-17:58:35,,,v1,
UMass-MechBayes,2020-11-08,11/09/20-17:58:35,,,v1,
UMass-MechBayes,2020-11-15,11/16/20-15:05:45,,,v1,
UMass-MechBayes,2020-11-15,11/16/20-15:05:45,,,v1,
UMass-MechBayes,2020-11-22,11/23/20-23:27:23,,,v1,
UMass-MechBayes,2020-11-22,11/23/20-23:27:23,,,v1,
UMass-MechBayes,2020-11-29,11/30/20-19:45:04,,,v1,
UMass-MechBayes,2020-11-29,11/30/20-19:45:04,,,v1,
UMass-MechBayes,2020-12-06,12/07/20-19:04:14,,,v1,
UMass-MechBayes,2020-12-06,12/07/20-19:04:14,,,v1,
UMass-MechBayes,2020-12-13,12/14/20-12:39:19,,,v1,
UMass-MechBayes,2020-12-13,12/14/20-12:39:19,,,v1,
UMass-MechBayes,2020-12-20,12/21/20-17:23:27,,,v1,
UMass-MechBayes,2020-12-20,12/21/20-17:23:27,,,v1,
UMass-MechBayes,2020-12-27,12/28/20-19:55:34,,,v1,
UMass-MechBayes,2020-12-27,12/28/20-19:55:34,,,v1,
UMass-MechBayes,2021-01-03,01/04/21-17:26:34,,,v1,
UMass-MechBayes,2021-01-03,01/04/21-17:26:34,,,v1,
UMass-MechBayes,2021-01-10,01/11/21-15:21:50,,,v1,
UMass-MechBayes,2021-01-10,01/11/21-15:21:50,,,v1,
UMass-MechBayes,2021-01-17,01/18/21-16:46:17,,,v1,
UMass-MechBayes,2021-01-17,01/18/21-16:46:17,,,v1,
UMass-MechBayes,2021-01-24,01/25/21-19:08:20,,,v1,
UMass-MechBayes,2021-01-24,01/25/21-19:08:20,,,v1,
UMass-MechBayes,2021-01-31,02/01/21-13:28:20,,,v1,
UMass-MechBayes,2021-01-31,02/01/21-13:28:20,,,v1,
UMass-MechBayes,2021-02-07,02/08/21-17:37:36,,,v1,
UMass-MechBayes,2021-02-07,02/08/21-17:37:36,,,v1,
UMass-MechBayes,2021-02-14,02/15/21-16:09:12,,,v1,
UMass-MechBayes,2021-02-14,02/15/21-16:09:12,,,v1,
UMass-MechBayes,2021-02-21,02/22/21-19:05:26,,,v1,
UMass-MechBayes,2021-02-21,02/22/21-19:05:26,,,v1,
UMass-MechBayes,2021-02-28,03/01/21-18:29:17,,,v1,
UMass-MechBayes,2021-02-28,03/01/21-18:29:17,,,v1,
UMass-MechBayes,2021-03-07,03/08/21-18:08:27,,,v1,
UMass-MechBayes,2021-03-07,03/08/21-18:08:27,,,v1,
UMass-MechBayes,2021-03-14,03/15/21-18:59:52,,,v1,
UMass-MechBayes,2021-03-14,03/15/21-18:59:52,,,v1,
UMass-MechBayes,2021-03-21,03/22/21-16:52:23,,,v1,
UMass-MechBayes,2021-03-21,03/22/21-16:52:23,,,v1,
UMass-MechBayes,2021-03-28,03/29/21-17:42:11,,,v1,
UMass-MechBayes,2021-03-28,03/29/21-17:42:11,,,v1,
UMass-MechBayes,2021-04-04,04/05/21-17:34:46,04/06/21-19:16:12,,v2,
UMass-MechBayes,2021-04-04,04/05/21-17:34:46,04/06/21-19:16:12,,v2,
UMass-MechBayes,2021-04-11,04/12/21-16:08:16,,,v1,
UMass-MechBayes,2021-04-11,04/12/21-16:08:16,,,v1,
UMass-MechBayes,2021-04-18,04/19/21-14:30:26,,,v1,
UMass-MechBayes,2021-04-18,04/19/21-14:30:26,,,v1,
UMass-MechBayes,2021-04-25,04/26/21-15:23:24,,,v1,
UMass-MechBayes,2021-04-25,04/26/21-15:23:24,,,v1,
UMass-MechBayes,2021-05-02,05/03/21-15:19:58,,,v1,
UMass-MechBayes,2021-05-02,05/03/21-15:19:58,,,v1,
UMass-MechBayes,2021-05-09,05/10/21-16:17:38,,,v1,
UMass-MechBayes,2021-05-09,05/10/21-16:17:38,,,v1,
UMass-MechBayes,2021-05-16,05/17/21-14:21:54,,,v1,
UMass-MechBayes,2021-05-16,05/17/21-14:21:54,,,v1,
UMass-MechBayes,2021-05-23,05/24/21-12:53:17,,,v1,
UMass-MechBayes,2021-05-23,05/24/21-12:53:17,,,v1,
UMass-MechBayes,2021-05-30,05/31/21-18:09:05,,,v1,
UMass-MechBayes,2021-05-30,05/31/21-18:09:05,,,v1,
UMass-MechBayes,2021-06-06,06/07/21-16:37:05,,,v1,
UMass-MechBayes,2021-06-06,06/07/21-16:37:05,,,v1,
UMass-MechBayes,2021-06-13,06/14/21-13:52:28,,,v1,
UMass-MechBayes,2021-06-13,06/14/21-13:52:28,,,v1,
UMass-MechBayes,2021-06-20,06/21/21-13:02:10,,,v1,
UMass-MechBayes,2021-06-20,06/21/21-13:02:10,,,v1,
UMass-MechBayes,2021-06-27,06/28/21-13:51:26,,,v1,
UMass-MechBayes,2021-06-27,06/28/21-13:51:26,,,v1,
UMich-RidgeTfReg,2020-07-06,07/15/20-16:58:03,,,v1,
UMich-RidgeTfReg,2020-07-06,07/15/20-16:58:03,,,v1,
UMich-RidgeTfReg,2020-07-12,07/15/20-16:58:03,,,v1,
UMich-RidgeTfReg,2020-07-12,07/15/20-16:58:03,,,v1,
UMich-RidgeTfReg,2020-07-20,07/20/20-13:57:02,,,v1,
UMich-RidgeTfReg,2020-07-20,07/20/20-13:57:02,,,v1,
UMich-RidgeTfReg,2020-07-27,07/27/20-18:36:49,,,v1,
UMich-RidgeTfReg,2020-07-27,07/27/20-18:36:49,,,v1,
UMich-RidgeTfReg,2020-08-03,08/03/20-12:02:48,,,v1,
UMich-RidgeTfReg,2020-08-03,08/03/20-12:02:48,,,v1,
UMich-RidgeTfReg,2020-08-10,08/10/20-12:59:55,,,v1,
UMich-RidgeTfReg,2020-08-10,08/10/20-12:59:55,,,v1,
UMich-RidgeTfReg,2020-08-17,08/17/20-17:38:31,,,v1,
UMich-RidgeTfReg,2020-08-17,08/17/20-17:38:31,,,v1,
UMich-RidgeTfReg,2020-08-24,08/24/20-18:19:08,,,v1,
UMich-RidgeTfReg,2020-08-24,08/24/20-18:19:08,,,v1,
UMich-RidgeTfReg,2020-08-31,08/31/20-15:14:35,,,v1,
UMich-RidgeTfReg,2020-08-31,08/31/20-15:14:35,,,v1,
UMich-RidgeTfReg,2020-09-07,09/07/20-12:29:26,,,v1,
UMich-RidgeTfReg,2020-09-07,09/07/20-12:29:26,,,v1,
UMich-RidgeTfReg,2020-09-14,09/16/20-12:23:11,,,v1,
UMich-RidgeTfReg,2020-09-14,09/16/20-12:23:11,,,v1,
UMich-RidgeTfReg,2020-09-21,09/21/20-11:05:37,,,v1,
UMich-RidgeTfReg,2020-09-21,09/21/20-11:05:37,,,v1,
UMich-RidgeTfReg,2020-09-28,09/28/20-11:04:07,,,v1,
UMich-RidgeTfReg,2020-09-28,09/28/20-11:04:07,,,v1,
UMich-RidgeTfReg,2020-10-05,10/05/20-12:26:49,,,v1,
UMich-RidgeTfReg,2020-10-05,10/05/20-12:26:49,,,v1,
UMich-RidgeTfReg,2020-10-12,10/12/20-11:10:38,,,v1,
UMich-RidgeTfReg,2020-10-12,10/12/20-11:10:38,,,v1,
UMich-RidgeTfReg,2020-10-19,10/19/20-13:00:22,,,v1,
UMich-RidgeTfReg,2020-10-19,10/19/20-13:00:22,,,v1,
UMich-RidgeTfReg,2020-10-26,10/26/20-12:32:14,,,v1,
UMich-RidgeTfReg,2020-10-26,10/26/20-12:32:14,,,v1,
UMich-RidgeTfReg,2020-11-02,11/02/20-18:01:36,,,v1,
UMich-RidgeTfReg,2020-11-02,11/02/20-18:01:36,,,v1,
UMich-RidgeTfReg,2020-11-09,11/09/20-17:42:53,,,v1,
UMich-RidgeTfReg,2020-11-09,11/09/20-17:42:53,,,v1,
UMich-RidgeTfReg,2020-11-16,11/16/20-19:18:37,,,v1,
UMich-RidgeTfReg,2020-11-16,11/16/20-19:18:37,,,v1,
UMich-RidgeTfReg,2020-11-23,11/23/20-17:07:23,,,v1,
UMich-RidgeTfReg,2020-11-23,11/23/20-17:07:23,,,v1,
UMich-RidgeTfReg,2020-11-30,11/30/20-19:44:11,,,v1,
UMich-RidgeTfReg,2020-11-30,11/30/20-19:44:11,,,v1,
UMich-RidgeTfReg,2020-12-07,12/07/20-19:06:03,,,v1,
UMich-RidgeTfReg,2020-12-07,12/07/20-19:06:03,,,v1,
UMich-RidgeTfReg,2020-12-14,12/14/20-17:53:14,,,v1,
UMich-RidgeTfReg,2020-12-14,12/14/20-17:53:14,,,v1,
UMich-RidgeTfReg,2020-12-21,12/21/20-17:21:24,,,v1,
UMich-RidgeTfReg,2020-12-21,12/21/20-17:21:24,,,v1,
UMich-RidgeTfReg,2020-12-28,12/28/20-19:30:48,,,v1,
UMich-RidgeTfReg,2020-12-28,12/28/20-19:30:48,,,v1,
UMich-RidgeTfReg,2021-01-04,01/04/21-20:56:33,,,v1,
UMich-RidgeTfReg,2021-01-04,01/04/21-20:56:33,,,v1,
UMich-RidgeTfReg,2021-01-11,01/11/21-01:28:33,,,v1,
UMich-RidgeTfReg,2021-01-11,01/11/21-01:28:33,,,v1,
UMich-RidgeTfReg,2021-01-18,01/18/21-17:50:07,,,v1,
UMich-RidgeTfReg,2021-01-18,01/18/21-17:50:07,,,v1,
UMich-RidgeTfReg,2021-01-25,01/25/21-19:12:13,,,v1,
UMich-RidgeTfReg,2021-01-25,01/25/21-19:12:13,,,v1,
UMich-RidgeTfReg,2021-02-01,02/01/21-18:29:53,,,v1,
UMich-RidgeTfReg,2021-02-01,02/01/21-18:29:53,,,v1,
UMich-RidgeTfReg,2021-02-08,02/08/21-17:49:29,,,v1,
UMich-RidgeTfReg,2021-02-08,02/08/21-17:49:29,,,v1,
UMich-RidgeTfReg,2021-02-15,02/15/21-16:10:09,,,v1,
UMich-RidgeTfReg,2021-02-15,02/15/21-16:10:09,,,v1,
UMich-RidgeTfReg,2021-02-22,02/22/21-14:02:02,,,v1,
UMich-RidgeTfReg,2021-02-22,02/22/21-14:02:02,,,v1,
UMich-RidgeTfReg,2021-03-01,03/01/21-13:33:46,,,v1,
UMich-RidgeTfReg,2021-03-01,03/01/21-13:33:46,,,v1,
UMich-RidgeTfReg,2021-03-08,03/08/21-18:10:34,,,v1,
UMich-RidgeTfReg,2021-03-08,03/08/21-18:10:34,,,v1,
UMich-RidgeTfReg,2021-03-15,03/15/21-18:59:36,,,v1,
UMich-RidgeTfReg,2021-03-15,03/15/21-18:59:36,,,v1,
UMich-RidgeTfReg,2021-03-22,03/22/21-15:56:53,,,v1,
UMich-RidgeTfReg,2021-03-22,03/22/21-15:56:53,,,v1,
UMich-RidgeTfReg,2021-03-29,03/29/21-17:43:56,,,v1,
UMich-RidgeTfReg,2021-03-29,03/29/21-17:43:56,,,v1,
UMich-RidgeTfReg,2021-04-05,04/05/21-17:35:37,,,v1,
UMich-RidgeTfReg,2021-04-05,04/05/21-17:35:37,,,v1,
UMich-RidgeTfReg,2021-04-12,04/12/21-17:58:46,,,v1,
UMich-RidgeTfReg,2021-04-12,04/12/21-17:58:46,,,v1,
UMich-RidgeTfReg,2021-04-19,04/19/21-18:10:22,,,v1,
UMich-RidgeTfReg,2021-04-19,04/19/21-18:10:22,,,v1,
UMich-RidgeTfReg,2021-04-26,04/26/21-17:21:37,,,v1,
UMich-RidgeTfReg,2021-04-26,04/26/21-17:21:37,,,v1,
UMich-RidgeTfReg,2021-05-03,05/03/21-16:45:41,,,v1,
UMich-RidgeTfReg,2021-05-03,05/03/21-16:45:41,,,v1,
UMich-RidgeTfReg,2021-05-10,05/10/21-17:54:45,,,v1,
UMich-RidgeTfReg,2021-05-10,05/10/21-17:54:45,,,v1,
UMich-RidgeTfReg,2021-05-17,05/17/21-17:37:12,,,v1,
UMich-RidgeTfReg,2021-05-17,05/17/21-17:37:12,,,v1,
UMich-RidgeTfReg,2021-05-24,05/24/21-17:57:39,,,v1,
UMich-RidgeTfReg,2021-05-24,05/24/21-17:57:39,,,v1,
UMich-RidgeTfReg,2021-05-31,05/31/21-18:09:21,,,v1,
UMich-RidgeTfReg,2021-05-31,05/31/21-18:09:21,,,v1,
UMich-RidgeTfReg,2021-06-07,06/07/21-17:48:25,,,v1,
UMich-RidgeTfReg,2021-06-07,06/07/21-17:48:25,,,v1,
UMich-RidgeTfReg,2021-06-14,06/14/21-18:04:23,,,v1,
UMich-RidgeTfReg,2021-06-14,06/14/21-18:04:23,,,v1,
UMich-RidgeTfReg,2021-06-21,06/21/21-18:30:05,,,v1,
UMich-RidgeTfReg,2021-06-21,06/21/21-18:30:05,,,v1,
UMich-RidgeTfReg,2021-06-28,06/28/21-18:18:25,,,v1,
UMich-RidgeTfReg,2021-06-28,06/28/21-18:18:25,,,v1,
USACE-ERDC_SEIR,2020-05-14,None,05/25/20-17:01:58,,v2,
USACE-ERDC_SEIR,2020-05-14,None,05/25/20-17:01:58,,v2,
USACE-ERDC_SEIR,2020-05-18,05/20/20-19:57:32,,,v1,
USACE-ERDC_SEIR,2020-05-18,05/20/20-19:57:32,,,v1,
USACE-ERDC_SEIR,2020-05-24,05/25/20-17:01:58,,,v1,
USACE-ERDC_SEIR,2020-05-24,05/25/20-17:01:58,,,v1,
USACE-ERDC_SEIR,2020-05-25,05/25/20-17:01:58,,,v1,
USACE-ERDC_SEIR,2020-05-25,05/25/20-17:01:58,,,v1,
USACE-ERDC_SEIR,2020-05-28,05/29/20-17:17:22,,,v1,
USACE-ERDC_SEIR,2020-05-28,05/29/20-17:17:22,,,v1,
USACE-ERDC_SEIR,2020-06-01,06/01/20-17:53:20,06/04/20-15:13:25,,v1,
USACE-ERDC_SEIR,2020-06-01,06/01/20-17:53:20,06/04/20-15:13:25,,v1,
USACE-ERDC_SEIR,2020-06-08,06/08/20-17:50:59,,,v1,
USACE-ERDC_SEIR,2020-06-08,06/08/20-17:50:59,,,v1,
USACE-ERDC_SEIR,2020-06-15,06/15/20-17:37:25,,,v1,
